Usage,Image name,neutral,happiness,surprise,sadness,anger,disgust,fear,contempt,unknown,NF
Training,fer0000093.png,9,0,0,1,0,0,0,0,0,0
Training,fer0000094.png,6,0,0,2,0,0,2,0,0,0
Training,fer0000095.png,0,0,2,0,0,0,8,0,0,0
Training,fer0000096.png,0,8,1,0,0,0,0,0,1,0
Training,fer0000097.png,8,0,0,2,0,0,0,0,0,0
Training,fer0000098.png,0,10,0,0,0,0,0,0,0,0
Training,fer0000099.png,1,9,0,0,0,0,0,0,0,0
Training,fer0000100.png,5,0,5,0,0,0,0,0,0,0
Training,fer0000101.png,7,1,0,1,0,0,0,0,1,0
Training,fer0000102.png,0,9,0,0,0,1,0,0,0,0
Training,fer0000103.png,7,0,1,1,1,0,0,0,0,0
Training,fer0000104.png,0,10,0,0,0,0,0,0,0,0
Training,fer0000105.png,8,0,0,1,0,0,0,0,1,0
Training,fer0000106.png,0,0,4,0,6,0,0,0,0,0
Training,fer0000107.png,1,0,8,0,0,0,1,0,0,0
Training,fer0000108.png,1,9,0,0,0,0,0,0,0,0
Training,fer0000109.png,0,1,0,9,0,0,0,0,0,0
Training,fer0000110.png,2,7,1,0,0,0,0,0,0,0
Training,fer0000111.png,9,0,0,1,0,0,0,0,0,0
Training,fer0000112.png,4,0,0,1,4,0,0,1,0,0
Training,fer0000113.png,10,0,0,0,0,0,0,0,0,0
Training,fer0000114.png,2,0,0,8,0,0,0,0,0,0
Training,fer0000115.png,7,0,0,0,1,0,0,0,2,0
Training,fer0000116.png,2,0,0,0,6,2,0,0,0,0
Training,fer0000117.png,1,9,0,0,0,0,0,0,0,0
Training,fer0000118.png,6,4,0,0,0,0,0,0,0,0
Training,fer0000119.png,0,0,0,0,10,0,0,0,0,0
Training,fer0000120.png,3,0,0,7,0,0,0,0,0,0
Training,fer0000121.png,6,2,1,0,0,0,0,0,1,0
Training,fer0000122.png,4,0,0,2,2,0,0,0,2,0
Training,fer0000123.png,0,10,0,0,0,0,0,0,0,0
Training,fer0000124.png,1,8,0,0,0,0,0,0,1,0
Training,fer0000125.png,4,0,0,2,0,1,0,1,2,0
Training,fer0000126.png,6,0,0,2,0,0,0,2,0,0
Training,fer0000127.png,0,0,10,0,0,0,0,0,0,0
Training,fer0000128.png,5,0,0,4,0,0,0,0,1,0
Training,fer0000129.png,0,0,0,10,0,0,0,0,0,0
Training,fer0000130.png,4,0,0,6,0,0,0,0,0,0
Training,fer0000131.png,1,0,2,1,0,0,5,1,0,0
Training,fer0000132.png,4,6,0,0,0,0,0,0,0,0
Training,fer0000133.png,5,0,0,0,1,0,0,4,0,0
Training,fer0000134.png,8,0,0,2,0,0,0,0,0,0
Training,fer0000135.png,8,0,0,0,0,0,0,1,1,0
Training,fer0000136.png,1,0,2,0,7,0,0,0,0,0
Training,fer0000137.png,5,1,0,3,0,0,0,0,1,0
Training,fer0000138.png,1,6,3,0,0,0,0,0,0,0
Training,fer0000139.png,4,0,0,4,0,0,0,1,1,0
Training,fer0000140.png,7,3,0,0,0,0,0,0,0,0
Training,fer0000141.png,0,10,0,0,0,0,0,0,0,0
Training,fer0000142.png,0,9,0,0,0,0,0,0,1,0
Training,fer0000143.png,0,9,1,0,0,0,0,0,0,0
Training,fer0000144.png,0,10,0,0,0,0,0,0,0,0
Training,fer0000145.png,4,2,1,0,0,0,0,1,2,0
Training,fer0000146.png,0,0,1,0,7,0,0,0,2,0
Training,fer0000147.png,5,0,0,4,0,1,0,0,0,0
Training,fer0000148.png,0,0,9,0,0,0,1,0,0,0
Training,fer0000149.png,0,1,2,3,2,0,2,0,0,0
Training,fer0000150.png,3,0,0,1,5,1,0,0,0,0
Training,fer0000151.png,6,3,0,0,0,0,0,1,0,0
Training,fer0000152.png,0,10,0,0,0,0,0,0,0,0
Training,fer0000153.png,6,0,0,2,1,1,0,0,0,0
Training,fer0000154.png,0,0,8,0,1,0,1,0,0,0
Training,fer0000155.png,0,9,0,0,0,0,0,1,0,0
Training,fer0000156.png,2,0,0,1,3,2,0,0,2,0
Training,fer0000157.png,7,0,0,2,1,0,0,0,0,0
Training,fer0000158.png,0,0,0,10,0,0,0,0,0,0
Training,fer0000159.png,0,0,10,0,0,0,0,0,0,0
Training,fer0000160.png,6,0,0,1,2,1,0,0,0,0
Training,fer0000161.png,0,10,0,0,0,0,0,0,0,0
Training,fer0000162.png,3,3,0,2,0,0,0,0,2,0
Training,fer0000163.png,9,0,0,0,0,0,0,0,1,0
Training,fer0000164.png,0,10,0,0,0,0,0,0,0,0
Training,fer0000165.png,8,0,0,2,0,0,0,0,0,0
Training,fer0000166.png,0,10,0,0,0,0,0,0,0,0
Training,fer0000167.png,7,1,0,2,0,0,0,0,0,0
Training,fer0000168.png,8,0,0,0,1,0,0,0,1,0
Training,,0,0,0,0,0,0,0,0,0,10
Training,fer0000170.png,4,0,0,6,0,0,0,0,0,0
Training,fer0000171.png,7,0,0,0,2,0,0,1,0,0
Training,fer0000172.png,5,0,0,5,0,0,0,0,0,0
Training,fer0000173.png,8,0,0,1,0,0,0,0,1,0
Training,fer0000174.png,0,2,8,0,0,0,0,0,0,0
Training,fer0000175.png,0,0,10,0,0,0,0,0,0,0
Training,fer0000176.png,5,2,0,1,0,0,0,1,1,0
Training,fer0000177.png,0,0,7,1,0,0,2,0,0,0
Training,fer0000178.png,0,0,0,0,10,0,0,0,0,0
Training,fer0000179.png,0,7,0,0,0,0,0,2,1,0
Training,fer0000180.png,1,0,8,0,0,0,1,0,0,0
Training,fer0000181.png,0,10,0,0,0,0,0,0,0,0
Training,fer0000182.png,7,0,0,1,0,0,0,1,1,0
Training,fer0000183.png,0,0,3,0,3,0,3,0,1,0
Training,fer0000184.png,6,0,0,1,2,0,0,1,0,0
Training,fer0000185.png,1,1,0,3,4,0,0,0,1,0
Training,fer0000186.png,0,10,0,0,0,0,0,0,0,0
Training,fer0000187.png,7,0,1,0,0,0,0,1,1,0
Training,fer0000188.png,4,0,0,2,2,0,0,0,2,0
Training,fer0000189.png,0,0,1,1,0,0,6,0,2,0
Training,fer0000190.png,0,0,8,0,0,0,2,0,0,0
Training,fer0000191.png,0,3,6,0,0,0,0,0,1,0
Training,fer0000192.png,0,0,8,0,0,0,2,0,0,0
Training,fer0000193.png,1,3,6,0,0,0,0,0,0,0
Training,fer0000194.png,8,0,0,1,0,0,0,0,1,0
Training,fer0000195.png,0,10,0,0,0,0,0,0,0,0
Training,fer0000196.png,3,0,2,1,1,0,0,0,3,0
Training,fer0000197.png,9,0,0,0,1,0,0,0,0,0
Training,fer0000198.png,1,0,7,0,0,0,2,0,0,0
Training,fer0000199.png,3,0,0,6,0,0,0,0,1,0
Training,fer0000200.png,2,0,0,6,0,0,0,1,1,0
Training,fer0000201.png,2,0,0,4,3,0,0,1,0,0
Training,fer0000202.png,9,0,0,1,0,0,0,0,0,0
Training,fer0000203.png,2,0,0,7,1,0,0,0,0,0
Training,fer0000204.png,0,0,8,0,0,0,2,0,0,0
Training,fer0000205.png,0,10,0,0,0,0,0,0,0,0
Training,fer0000206.png,0,10,0,0,0,0,0,0,0,0
Training,fer0000207.png,0,0,7,0,0,0,3,0,0,0
Training,fer0000208.png,4,0,3,0,1,0,1,0,1,0
Training,fer0000209.png,0,10,0,0,0,0,0,0,0,0
Training,fer0000210.png,10,0,0,0,0,0,0,0,0,0
Training,fer0000211.png,3,0,0,5,1,0,0,0,1,0
Training,fer0000212.png,0,10,0,0,0,0,0,0,0,0
Training,fer0000213.png,0,10,0,0,0,0,0,0,0,0
Training,fer0000214.png,1,9,0,0,0,0,0,0,0,0
Training,fer0000215.png,0,6,1,2,0,0,0,1,0,0
Training,fer0000216.png,6,3,0,0,0,0,0,1,0,0
Training,fer0000217.png,1,9,0,0,0,0,0,0,0,0
Training,fer0000218.png,0,9,1,0,0,0,0,0,0,0
Training,fer0000219.png,3,3,0,0,0,0,0,4,0,0
Training,fer0000220.png,8,0,0,0,1,0,0,1,0,0
Training,fer0000221.png,8,0,1,0,0,0,0,0,1,0
Training,fer0000222.png,5,4,0,0,0,0,0,0,1,0
Training,fer0000223.png,0,0,10,0,0,0,0,0,0,0
Training,fer0000224.png,4,0,0,0,6,0,0,0,0,0
Training,fer0000225.png,10,0,0,0,0,0,0,0,0,0
Training,fer0000226.png,4,1,5,0,0,0,0,0,0,0
Training,fer0000227.png,9,0,1,0,0,0,0,0,0,0
Training,fer0000228.png,0,2,0,3,2,2,0,0,1,0
Training,fer0000229.png,0,0,10,0,0,0,0,0,0,0
Training,fer0000230.png,2,0,0,7,1,0,0,0,0,0
Training,fer0000231.png,0,9,0,0,0,1,0,0,0,0
Training,fer0000232.png,1,0,0,0,9,0,0,0,0,0
Training,fer0000233.png,1,9,0,0,0,0,0,0,0,0
Training,fer0000234.png,8,0,0,1,1,0,0,0,0,0
Training,fer0000235.png,7,0,0,1,2,0,0,0,0,0
Training,fer0000236.png,0,0,10,0,0,0,0,0,0,0
Training,fer0000237.png,2,1,0,7,0,0,0,0,0,0
Training,fer0000238.png,6,0,1,3,0,0,0,0,0,0
Training,fer0000239.png,0,10,0,0,0,0,0,0,0,0
Training,fer0000240.png,1,0,0,9,0,0,0,0,0,0
Training,fer0000241.png,0,0,1,0,9,0,0,0,0,0
Training,fer0000242.png,10,0,0,0,0,0,0,0,0,0
Training,fer0000243.png,3,0,4,0,0,0,2,0,1,0
Training,fer0000244.png,4,0,1,0,5,0,0,0,0,0
Training,fer0000245.png,10,0,0,0,0,0,0,0,0,0
Training,fer0000246.png,0,10,0,0,0,0,0,0,0,0
Training,fer0000247.png,3,0,0,0,6,0,0,1,0,0
Training,fer0000248.png,6,0,1,2,0,0,0,1,0,0
Training,fer0000249.png,10,0,0,0,0,0,0,0,0,0
Training,fer0000250.png,2,0,5,0,1,1,0,0,1,0
Training,fer0000251.png,2,0,7,1,0,0,0,0,0,0
Training,fer0000252.png,0,9,0,0,1,0,0,0,0,0
Training,fer0000253.png,0,10,0,0,0,0,0,0,0,0
Training,fer0000254.png,0,3,2,0,4,0,1,0,0,0
Training,fer0000255.png,1,3,6,0,0,0,0,0,0,0
Training,fer0000256.png,0,1,9,0,0,0,0,0,0,0
Training,fer0000257.png,2,1,0,2,3,0,0,0,2,0
Training,fer0000258.png,0,3,4,0,2,0,0,0,1,0
Training,fer0000259.png,0,0,6,0,0,0,4,0,0,0
Training,fer0000260.png,8,1,0,0,1,0,0,0,0,0
Training,fer0000261.png,9,0,0,0,0,0,0,1,0,0
Training,fer0000262.png,5,0,0,1,2,0,0,1,1,0
Training,fer0000263.png,0,0,0,10,0,0,0,0,0,0
Training,fer0000264.png,0,10,0,0,0,0,0,0,0,0
Training,fer0000265.png,6,0,0,2,1,0,0,1,0,0
Training,fer0000266.png,0,2,0,4,4,0,0,0,0,0
Training,fer0000267.png,10,0,0,0,0,0,0,0,0,0
Training,fer0000268.png,0,0,10,0,0,0,0,0,0,0
Training,fer0000269.png,0,1,0,2,4,0,2,0,1,0
Training,fer0000270.png,8,0,0,1,0,0,0,1,0,0
Training,fer0000271.png,8,1,0,1,0,0,0,0,0,0
Training,fer0000272.png,6,0,0,3,0,0,0,1,0,0
Training,fer0000273.png,8,0,0,1,0,0,0,0,1,0
Training,fer0000274.png,0,0,0,1,9,0,0,0,0,0
Training,fer0000275.png,3,0,5,1,0,0,1,0,0,0
Training,fer0000276.png,0,10,0,0,0,0,0,0,0,0
Training,fer0000277.png,7,0,0,2,0,0,0,1,0,0
Training,fer0000278.png,1,0,8,0,0,0,1,0,0,0
Training,fer0000279.png,6,0,0,0,0,0,0,1,3,0
Training,fer0000280.png,7,0,0,1,2,0,0,0,0,0
Training,fer0000281.png,0,7,2,0,0,1,0,0,0,0
Training,fer0000282.png,0,9,1,0,0,0,0,0,0,0
Training,fer0000283.png,0,10,0,0,0,0,0,0,0,0
Training,fer0000284.png,0,10,0,0,0,0,0,0,0,0
Training,fer0000285.png,5,1,2,2,0,0,0,0,0,0
Training,fer0000286.png,0,9,1,0,0,0,0,0,0,0
Training,fer0000287.png,8,0,0,0,0,0,1,0,1,0
Training,fer0000288.png,5,0,0,0,4,0,0,0,1,0
Training,fer0000289.png,8,2,0,0,0,0,0,0,0,0
Training,fer0000290.png,0,9,0,0,0,1,0,0,0,0
Training,fer0000291.png,1,0,3,2,1,0,1,0,2,0
Training,fer0000292.png,5,0,0,5,0,0,0,0,0,0
Training,fer0000293.png,2,3,0,0,4,1,0,0,0,0
Training,fer0000294.png,3,0,0,0,4,0,0,3,0,0
Training,fer0000295.png,0,10,0,0,0,0,0,0,0,0
Training,fer0000296.png,0,1,0,6,2,0,0,0,1,0
Training,fer0000297.png,8,0,0,1,1,0,0,0,0,0
Training,fer0000298.png,1,0,0,1,2,3,1,1,1,0
Training,fer0000299.png,0,0,1,0,0,0,9,0,0,0
Training,fer0000300.png,5,0,0,1,3,0,0,0,1,0
Training,fer0000301.png,1,0,8,0,0,0,1,0,0,0
Training,fer0000302.png,1,9,0,0,0,0,0,0,0,0
Training,fer0000303.png,0,0,10,0,0,0,0,0,0,0
Training,fer0000304.png,3,0,0,6,0,0,0,0,1,0
Training,fer0000305.png,3,1,0,4,0,0,0,2,0,0
Training,fer0000306.png,0,1,2,0,6,0,1,0,0,0
Training,fer0000307.png,4,0,0,3,0,0,0,0,3,0
Training,fer0000308.png,0,10,0,0,0,0,0,0,0,0
Training,fer0000309.png,4,0,0,4,0,0,0,0,2,0
Training,fer0000310.png,9,0,0,0,0,0,0,0,1,0
Training,fer0000311.png,9,0,0,1,0,0,0,0,0,0
Training,fer0000312.png,4,0,0,6,0,0,0,0,0,0
Training,fer0000313.png,1,0,0,6,1,0,0,0,2,0
Training,fer0000314.png,0,9,1,0,0,0,0,0,0,0
Training,fer0000315.png,1,0,8,0,1,0,0,0,0,0
Training,fer0000316.png,5,2,0,0,1,0,0,0,2,0
Training,fer0000317.png,0,0,0,10,0,0,0,0,0,0
Training,fer0000318.png,0,0,10,0,0,0,0,0,0,0
Training,fer0000319.png,9,0,0,1,0,0,0,0,0,0
Training,fer0000320.png,0,0,0,10,0,0,0,0,0,0
Training,fer0000321.png,0,0,6,0,0,0,3,0,1,0
Training,fer0000322.png,9,0,0,0,1,0,0,0,0,0
Training,fer0000323.png,0,10,0,0,0,0,0,0,0,0
Training,fer0000324.png,0,10,0,0,0,0,0,0,0,0
Training,fer0000325.png,0,10,0,0,0,0,0,0,0,0
Training,fer0000326.png,0,5,5,0,0,0,0,0,0,0
Training,fer0000327.png,1,4,5,0,0,0,0,0,0,0
Training,fer0000328.png,4,0,6,0,0,0,0,0,0,0
Training,fer0000329.png,0,0,10,0,0,0,0,0,0,0
Training,fer0000330.png,0,10,0,0,0,0,0,0,0,0
Training,fer0000331.png,0,0,7,0,0,0,2,0,1,0
Training,fer0000332.png,0,10,0,0,0,0,0,0,0,0
Training,fer0000333.png,0,10,0,0,0,0,0,0,0,0
Training,fer0000334.png,0,10,0,0,0,0,0,0,0,0
Training,fer0000335.png,0,1,9,0,0,0,0,0,0,0
Training,fer0000336.png,9,0,0,0,0,0,0,1,0,0
Training,fer0000337.png,8,0,0,0,2,0,0,0,0,0
Training,fer0000338.png,1,0,0,9,0,0,0,0,0,0
Training,fer0000339.png,0,1,0,3,0,0,4,0,2,0
Training,fer0000340.png,4,0,0,6,0,0,0,0,0,0
Training,fer0000341.png,1,0,0,1,8,0,0,0,0,0
Training,fer0000342.png,8,0,0,2,0,0,0,0,0,0
Training,fer0000343.png,3,4,0,0,0,0,0,2,1,0
Training,fer0000344.png,0,0,9,0,1,0,0,0,0,0
Training,fer0000345.png,8,0,1,0,0,0,0,0,1,0
Training,fer0000346.png,10,0,0,0,0,0,0,0,0,0
Training,fer0000347.png,1,9,0,0,0,0,0,0,0,0
Training,fer0000348.png,1,0,0,2,7,0,0,0,0,0
Training,fer0000349.png,0,0,0,10,0,0,0,0,0,0
Training,fer0000350.png,0,7,1,0,2,0,0,0,0,0
Training,fer0000351.png,1,0,0,5,0,3,0,0,1,0
Training,fer0000352.png,3,0,0,0,4,2,0,0,1,0
Training,fer0000353.png,0,4,6,0,0,0,0,0,0,0
Training,fer0000354.png,0,1,0,0,8,1,0,0,0,0
Training,fer0000355.png,0,10,0,0,0,0,0,0,0,0
Training,fer0000356.png,0,1,9,0,0,0,0,0,0,0
Training,fer0000357.png,2,0,0,6,1,0,0,1,0,0
Training,fer0000358.png,3,0,0,7,0,0,0,0,0,0
Training,fer0000359.png,5,0,3,1,0,0,0,0,1,0
Training,fer0000360.png,10,0,0,0,0,0,0,0,0,0
Training,fer0000361.png,0,0,10,0,0,0,0,0,0,0
Training,fer0000362.png,3,0,0,7,0,0,0,0,0,0
Training,fer0000363.png,0,10,0,0,0,0,0,0,0,0
Training,fer0000364.png,0,0,1,0,5,0,3,0,1,0
Training,fer0000365.png,0,10,0,0,0,0,0,0,0,0
Training,fer0000366.png,0,0,9,0,0,0,1,0,0,0
Training,fer0000367.png,2,0,0,7,0,0,0,0,1,0
Training,fer0000368.png,1,0,0,0,8,0,0,1,0,0
Training,fer0000369.png,0,5,4,0,0,0,0,0,1,0
Training,fer0000370.png,0,10,0,0,0,0,0,0,0,0
Training,fer0000371.png,0,0,0,0,0,0,9,1,0,0
Training,fer0000372.png,9,0,0,1,0,0,0,0,0,0
Training,fer0000373.png,0,0,2,0,8,0,0,0,0,0
Training,fer0000374.png,4,0,0,3,0,0,0,0,3,0
Training,fer0000375.png,9,0,0,0,0,0,0,0,1,0
Training,fer0000376.png,4,0,0,3,3,0,0,0,0,0
Training,fer0000377.png,1,6,0,1,0,0,0,0,2,0
Training,fer0000378.png,5,0,4,1,0,0,0,0,0,0
Training,fer0000379.png,1,9,0,0,0,0,0,0,0,0
Training,fer0000380.png,0,1,9,0,0,0,0,0,0,0
Training,fer0000381.png,8,1,0,0,0,0,1,0,0,0
Training,fer0000382.png,6,0,0,3,0,0,0,1,0,0
Training,fer0000383.png,1,9,0,0,0,0,0,0,0,0
Training,fer0000384.png,1,0,1,7,0,0,0,0,1,0
Training,fer0000385.png,4,0,0,3,0,0,1,0,2,0
Training,fer0000386.png,1,0,0,0,7,1,0,1,0,0
Training,fer0000387.png,1,0,0,1,4,4,0,0,0,0
Training,fer0000388.png,7,0,0,0,1,0,0,1,1,0
Training,fer0000389.png,4,0,0,4,1,0,0,0,1,0
Training,fer0000390.png,2,0,0,7,0,0,0,0,1,0
Training,fer0000391.png,0,0,10,0,0,0,0,0,0,0
Training,fer0000392.png,6,0,3,0,0,0,0,0,1,0
Training,fer0000393.png,7,1,0,0,0,0,0,1,1,0
Training,fer0000394.png,8,0,0,2,0,0,0,0,0,0
Training,fer0000395.png,8,0,0,2,0,0,0,0,0,0
Training,fer0000396.png,9,0,0,1,0,0,0,0,0,0
Training,fer0000397.png,4,0,2,1,2,0,1,0,0,0
Training,fer0000398.png,10,0,0,0,0,0,0,0,0,0
Training,fer0000399.png,0,0,0,10,0,0,0,0,0,0
Training,fer0000400.png,3,7,0,0,0,0,0,0,0,0
Training,fer0000401.png,5,0,1,2,0,0,1,0,1,0
Training,fer0000402.png,1,0,0,6,0,1,1,1,0,0
Training,fer0000403.png,1,0,0,0,6,0,0,1,2,0
Training,fer0000404.png,10,0,0,0,0,0,0,0,0,0
Training,fer0000405.png,0,10,0,0,0,0,0,0,0,0
Training,fer0000406.png,8,0,0,1,0,0,0,0,1,0
Training,fer0000407.png,1,6,3,0,0,0,0,0,0,0
Training,fer0000408.png,0,0,0,7,1,1,0,1,0,0
Training,fer0000409.png,1,1,2,0,5,0,0,0,1,0
Training,fer0000410.png,1,0,7,0,0,0,1,0,1,0
Training,fer0000411.png,1,1,1,0,6,0,0,0,1,0
Training,fer0000412.png,0,0,7,0,0,0,3,0,0,0
Training,fer0000413.png,0,0,0,10,0,0,0,0,0,0
Training,fer0000414.png,8,1,1,0,0,0,0,0,0,0
Training,fer0000415.png,0,0,0,7,0,2,0,0,1,0
Training,fer0000416.png,1,5,4,0,0,0,0,0,0,0
Training,fer0000417.png,5,0,0,1,0,0,0,0,4,0
Training,fer0000418.png,10,0,0,0,0,0,0,0,0,0
Training,fer0000419.png,5,0,0,1,2,1,0,0,1,0
Training,fer0000420.png,0,0,4,1,3,1,0,0,1,0
Training,fer0000421.png,5,0,0,4,0,0,0,0,1,0
Training,fer0000422.png,4,0,0,1,0,0,0,3,2,0
Training,fer0000423.png,0,0,4,1,1,0,3,0,1,0
Training,fer0000424.png,1,0,7,0,0,0,2,0,0,0
Training,fer0000425.png,0,0,0,9,0,1,0,0,0,0
Training,fer0000426.png,7,0,0,3,0,0,0,0,0,0
Training,fer0000427.png,4,0,0,6,0,0,0,0,0,0
Training,fer0000428.png,0,1,0,7,1,0,1,0,0,0
Training,fer0000429.png,2,0,0,7,0,0,0,0,1,0
Training,fer0000430.png,6,0,0,2,2,0,0,0,0,0
Training,fer0000431.png,5,0,0,2,0,0,0,1,2,0
Training,fer0000432.png,3,0,3,1,0,0,1,0,2,0
Training,fer0000433.png,2,0,2,0,5,0,0,0,1,0
Training,fer0000434.png,0,0,8,1,0,0,1,0,0,0
Training,fer0000435.png,0,10,0,0,0,0,0,0,0,0
Training,fer0000436.png,0,10,0,0,0,0,0,0,0,0
Training,fer0000437.png,0,0,10,0,0,0,0,0,0,0
Training,fer0000438.png,0,10,0,0,0,0,0,0,0,0
Training,fer0000439.png,0,10,0,0,0,0,0,0,0,0
Training,fer0000440.png,7,0,0,3,0,0,0,0,0,0
Training,fer0000441.png,10,0,0,0,0,0,0,0,0,0
Training,fer0000442.png,0,0,9,0,0,0,1,0,0,0
Training,fer0000443.png,5,5,0,0,0,0,0,0,0,0
Training,fer0000444.png,0,10,0,0,0,0,0,0,0,0
Training,fer0000445.png,0,6,4,0,0,0,0,0,0,0
Training,fer0000446.png,5,0,0,3,1,0,0,0,1,0
Training,fer0000447.png,3,0,0,6,1,0,0,0,0,0
